alpha, epsilon, q, q_hat
38.0, 0.2, 0.9943308324327088, 175.39273987412184
38.1, 0.2, 0.9943601635286984, 176.31010554800875
38.2, 0.2, 0.9943892685630131, 177.22988165283235
38.300000000000004, 0.2, 0.9944181498428173, 178.15206819251517
38.400000000000006, 0.2, 0.9944468096460427, 179.07666517093043
38.5, 0.2, 0.9944752502218304, 180.00367259190116
38.6, 0.2, 0.9945034737909636, 180.9330904592034
38.7, 0.2, 0.9945314825462951, 181.86491877656883
38.800000000000004, 0.2, 0.9945592786531646, 182.79915754767623
38.900000000000006, 0.2, 0.9945868642498114, 183.73580677616636
39.0, 0.2, 0.9946142414477775, 184.67486646562395
39.1, 0.2, 0.9946414123323062, 185.61633661960147
39.2, 0.2, 0.9946683789627313, 186.5602172415989
39.300000000000004, 0.2, 0.9946951433728618, 187.50650833507294
39.400000000000006, 0.2, 0.9947217075713587, 188.4552099034432
39.5, 0.2, 0.9947480735421056, 189.40632195008303
39.6, 0.2, 0.9947742432445734, 190.3598444783269
39.7, 0.2, 0.994800218614178, 191.3157774914644
39.800000000000004, 0.2, 0.9948260015626328, 192.27412099274804
39.900000000000006, 0.2, 0.9948515939782945, 193.2348749853911
40.0, 0.2, 0.9948769977265035, 194.1980394725653
40.1, 0.2, 0.9949022146499185, 195.1636144574059
40.2, 0.2, 0.9949272465688449, 196.13159994300997
40.300000000000004, 0.2, 0.9949520952815587, 197.10199593243854
40.400000000000006, 0.2, 0.994976762564624, 198.07480242871165
40.5, 0.2, 0.9950012501732056, 199.05001943481426
40.6, 0.2, 0.995025559841377, 200.0276469537023
40.7, 0.2, 0.9950496932824214, 201.00768498828418
40.800000000000004, 0.2, 0.9950736521891305, 201.99013354144324
40.900000000000006, 0.2, 0.9950974382340955, 202.97499261602718
41.0, 0.2, 0.995121053069995, 203.96226221484608
41.1, 0.2, 0.9951444983298782, 204.95194234068012
41.2, 0.2, 0.9951677756274422, 205.94403299627203
41.300000000000004, 0.2, 0.9951908865573059, 206.93853418433974
41.400000000000006, 0.2, 0.9952138326952793, 207.9354459075609
41.5, 0.2, 0.9952366155986275, 208.9347681685905
41.6, 0.2, 0.9952592368063315, 209.9365009700432
41.7, 0.2, 0.9952816978393438, 210.9406443145095
41.800000000000004, 0.2, 0.9953040002008411, 211.94719820454637
41.900000000000006, 0.2, 0.9953261453764712, 212.95616264268688
42.0, 0.2, 0.9953481350511924, 213.96754764050257
42.1, 0.2, 0.995369970242552, 214.98133324983021
42.2, 0.2, 0.995391652602238, 215.99752941491548
42.300000000000004, 0.2, 0.9954131835481838, 217.01613613817514
42.400000000000006, 0.2, 0.9954345644819743, 218.0371534219913
42.5, 0.2, 0.995455796789072, 219.06058126872193
42.6, 0.2, 0.9954768818390373, 220.08641968069827
42.7, 0.2, 0.9954978209857464, 221.11466866022946
42.800000000000004, 0.2, 0.9955186155676056, 222.14532820958914
42.900000000000006, 0.2, 0.9955392669077627, 223.17839833103343
43.0, 0.2, 0.9955597763143138, 224.2138790267884
43.1, 0.2, 0.9955801450805082, 225.25177029905325
43.2, 0.2, 0.995600374484949, 226.29207215000872
43.300000000000004, 0.2, 0.9956204657917913, 227.33478458180755
43.400000000000006, 0.2, 0.9956404202509369, 228.3799075965751
43.5, 0.2, 0.9956602390982261, 229.4274411964124
43.6, 0.2, 0.9956799235556266, 230.47738538340687
43.7, 0.2, 0.9956994748314191, 231.52974015961317
43.800000000000004, 0.2, 0.9957188941203803, 232.58450552706864
43.900000000000006, 0.2, 0.995738182603963, 233.6416814877782
44.0, 0.2, 0.9957573414504735, 234.70126804373757
44.1, 0.2, 0.9957763718152463, 235.76326519691247
44.2, 0.2, 0.9957952748408155, 236.82767294924594
44.300000000000004, 0.2, 0.9958140516570847, 237.89449130266618
44.400000000000006, 0.2, 0.995832703381493, 238.9637202590732
44.5, 0.2, 0.9958512311191797, 240.0353598203528
44.6, 0.2, 0.9958696359631455, 241.10940998836307
44.7, 0.2, 0.9958879189944116, 242.1858707649435
44.800000000000004, 0.2, 0.9959060812821768, 243.26474215192292
44.900000000000006, 0.2, 0.9959241238839714, 244.34602415109066
45.0, 0.2, 0.9959420478458095, 245.42971676423906
45.1, 0.2, 0.9959598542023383, 246.51581999312668
45.2, 0.2, 0.9959775439769862, 247.60433383949479
45.300000000000004, 0.2, 0.9959951181821073, 248.69525830506805
45.400000000000006, 0.2, 0.9960125778191248, 249.78859339155682
45.5, 0.2, 0.9960299238786718, 250.88433910064322
45.6, 0.2, 0.9960471573407313, 251.9824954340636
45.7, 0.2, 0.9960642791747687, 253.08306239334027
45.800000000000004, 0.2, 0.9960812903398724, 254.1860399801709
45.900000000000006, 0.2, 0.9960981917848827, 255.2914281961754
46.0, 0.2, 0.996114984448523, 256.3992270429435
46.1, 0.2, 0.9961316692595296, 257.50943652206826
46.2, 0.2, 0.9961482471367774, 258.62205663510724
46.300000000000004, 0.2, 0.9961647189894058, 259.7370873836124
46.400000000000006, 0.2, 0.9961810857169413, 260.8545287691179
46.5, 0.2, 0.9961973482094189, 261.9743807931372
46.6, 0.2, 0.9962135073475018, 263.09664345717
46.7, 0.2, 0.9962295640025997, 264.22131676270186
46.800000000000004, 0.2, 0.9962455190369839, 265.3484007112051
46.900000000000006, 0.2, 0.9962613733039025, 266.4778953041298
47.0, 0.2, 0.9962771276476927, 267.60980054291616
47.1, 0.2, 0.9962927829038923, 268.74411642898895
47.2, 0.2, 0.9963083398993481, 269.8808429636874
47.300000000000004, 0.2, 0.9963237994523273, 271.01998014854695
47.400000000000006, 0.2, 0.9963391623726187, 272.16152798487036
47.5, 0.2, 0.9963544294616408, 273.30548647402344
47.6, 0.2, 0.9963696015125448, 274.451855617367
47.7, 0.2, 0.9963846793103162, 275.60063541623487
47.800000000000004, 0.2, 0.9963996636318746, 276.7518258719448
47.900000000000006, 0.2, 0.9964145552461736, 277.9054269858188
48.0, 0.2, 0.9964293549142978, 279.06143875913784
